"Path","Dates range","Impressions","Clicks","CTR %","Avg. position","Avg. click position","Impressions for 1st position","Clicks from pos. 1","CTR % for pos. 1","Impressions for pos. 2-3","Clicks from pos. 2-3","CTR % for pos. 2-3","Avg. impression position for pos. 2-3","Avg. click position from pos. 2-3","Impressions for pos. 4-10","Clicks from pos. 4-10","CTR % for pos. 4-10","Avg. impression position for pos. 4-10","Avg. click position from pos. 4-10","Impressions for pos. 11-50","Clicks from pos. 11-50","CTR % for pos. 11-50","Avg. impression position for pos. 11-50","Avg. click position from pos. 11-50"
"/articles/stroitelstvo/prichiny-rastreskivania-sten-bany-brusovoy/","2026-03-16 - 2026-06-14","441.00","24.00","5.44","8.11","5.71","7.00","3.00","42.86","54.00","7.00","12.96","2.48","2.14","298.00","12.00","4.03","7.20","7.08","82.00","2.00","2.44","15.72","17.00"
"/articles/osobennosti-i-sovety/osobennosti-ustrojstva-erkera-v-derevyannom-dome/","2026-03-16 - 2026-06-14","438.00","9.00","2.05","9.87","7.56","1.00","1.00","100.00","3.00","0.00","0.00","2.33","","267.00","7.00","2.62","8.13","8.00","167.00","1.00","0.60","12.84","11.00"
"/articles/stroitelstvo/kak-pravilno-uteplit-ugly-v-dome-iz-brusa/","2026-03-16 - 2026-06-14","433.00","12.00","2.77","11.78","11.67","0.00","0.00","","0.00","0.00","","","","164.00","5.00","3.05","8.62","9.60","269.00","7.00","2.60","13.70","13.14"
"/articles/stroitelstvo/lagi-pola-v-karkasnom-dome/","2026-03-16 - 2026-06-14","413.00","8.00","1.94","11.58","9.25","3.00","0.00","0.00","15.00","1.00","6.67","2.93","3.00","189.00","4.00","2.12","8.14","7.25","206.00","3.00","1.46","15.51","14.00"
"/articles/remont-i-otdelka/nuzhno-li-otdelyvat-dom-brus/","2026-03-16 - 2026-06-14","408.00","17.00","4.17","9.31","6.06","2.00","2.00","100.00","17.00","3.00","17.65","2.47","2.00","250.00","9.00","3.60","7.33","6.78","139.00","3.00","2.16","13.83","11.33"
"/articles/stroitelstvo/ukosiny-v-karkasnom-dome/","2026-03-16 - 2026-06-14","407.00","2.00","0.49","10.82","7.50","1.00","0.00","0.00","8.00","0.00","0.00","2.38","","187.00","2.00","1.07","8.58","7.50","211.00","0.00","0.00","13.17",""
"/articles/stroitelstvo/chem-luchshe-topit-karkasny-dom/","2026-03-16 - 2026-06-14","397.00","1.00","0.25","10.49","11.00","0.00","0.00","","4.00","0.00","0.00","3.00","","243.00","0.00","0.00","8.35","","150.00","1.00","0.67","14.15","11.00"
"/catalog/karkasnye-doma/dva-vkhoda/","2026-03-16 - 2026-06-14","392.00","15.00","3.83","8.69","6.87","4.00","2.00","50.00","21.00","2.00","9.52","2.67","3.00","241.00","8.00","3.32","7.52","6.63","126.00","3.00","2.38","12.19","14.00"
"/designer/constructor/","2026-03-16 - 2026-06-14","392.00","84.00","21.43","6.32","1.40","112.00","75.00","66.96","68.00","7.00","10.29","2.24","2.00","120.00","1.00","0.83","7.17","6.00","92.00","1.00","1.09","14.72","23.00"
"/maternal-capital/","2026-03-16 - 2026-06-14","380.00","11.00","2.89","10.92","14.64","0.00","0.00","","1.00","0.00","0.00","3.00","","227.00","3.00","1.32","8.57","7.33","152.00","8.00","5.26","14.48","17.38"
"/catalog/karkasnye-doma/balkon/","2026-03-16 - 2026-06-14","365.00","4.00","1.10","4.95","4.25","0.00","0.00","","95.00","0.00","0.00","2.98","","257.00","4.00","1.56","5.33","4.25","13.00","0.00","0.00","11.85",""
"/portfolio/karkasnye-doma/dom-iz-brusa-8.5-na-9.5/","2026-03-16 - 2026-06-14","356.00","84.00","23.60","2.90","1.11","127.00","75.00","59.06","157.00","9.00","5.73","2.04","2.00","62.00","0.00","0.00","7.58","","10.00","0.00","0.00","11.40",""
"/articles/stroitelstvo/antiseptirovanie-drevesinyi-i-derevyannyix-konstrukczij/","2026-03-16 - 2026-06-14","355.00","5.00","1.41","9.88","2.80","2.00","1.00","50.00","17.00","3.00","17.65","2.71","3.00","218.00","1.00","0.46","8.06","4.00","118.00","0.00","0.00","14.45",""
"/articles/stroitelstvo/ustrojstvo-paroizolyacii-v-dome-iz-brusa/","2026-03-16 - 2026-06-14","354.00","11.00","3.11","10.05","10.45","1.00","1.00","100.00","6.00","0.00","0.00","2.67","","210.00","6.00","2.86","7.96","8.50","137.00","4.00","2.92","13.64","15.75"
"/articles/vybiraem/domokomplekt-karkasniy-dom/","2026-03-16 - 2026-06-14","344.00","7.00","2.03","8.70","4.71","2.00","0.00","0.00","25.00","3.00","12.00","2.52","2.00","203.00","4.00","1.97","7.16","6.75","114.00","0.00","0.00","12.94",""
"/articles/osobennosti-i-sovety/pochemu-ne-rekomenduetsya-stroit-karkasnyj-dom-iz-doski-estestvennoj-vlazhnosti/","2026-03-16 - 2026-06-14","341.00","4.00","1.17","10.45","16.00","0.00","0.00","","1.00","0.00","0.00","3.00","","169.00","2.00","1.18","8.39","7.50","171.00","2.00","1.17","12.54","24.50"
"/articles/stroitelstvo/sauna-v-dome-iz-brusa-bezopasno-udobno-i-ekonomno/","2026-03-16 - 2026-06-14","337.00","7.00","2.08","7.69","10.29","2.00","0.00","0.00","42.00","0.00","0.00","2.55","","225.00","4.00","1.78","7.32","6.50","68.00","3.00","4.41","12.29","15.33"
"/articles/stroitelstvo/perekryostnoe-uteplenie-v-karkasnom-dome/","2026-03-16 - 2026-06-14","332.00","7.00","2.11","11.05","11.57","1.00","0.00","0.00","2.00","0.00","0.00","3.00","","135.00","5.00","3.70","8.47","8.00","194.00","2.00","1.03","12.97","20.50"
"/articles/stroitelstvo/elektroprovodka-v-dome-iz-brusa/","2026-03-16 - 2026-06-14","327.00","5.00","1.53","9.53","4.20","6.00","0.00","0.00","11.00","3.00","27.27","2.55","2.33","199.00","2.00","1.01","7.90","7.00","111.00","0.00","0.00","13.61",""
"/articles/stroitelstvo/tambur-v-bane-nuzhen-ili-net/","2026-03-16 - 2026-06-14","324.00","5.00","1.54","7.02","8.00","0.00","0.00","","32.00","1.00","3.13","2.59","3.00","238.00","2.00","0.84","6.47","4.50","54.00","2.00","3.70","12.06","14.00"
"/articles/remont-i-otdelka/karkasny-dom-bez-otdelki/","2026-03-16 - 2026-06-14","312.00","7.00","2.24","8.64","4.00","2.00","0.00","0.00","25.00","4.00","16.00","2.60","2.50","207.00","3.00","1.45","7.23","6.00","78.00","0.00","0.00","14.53",""
"/articles/osobennosti-i-sovety/kak-zashhitit-derevyannyj-dom-ot-udara-molnij/","2026-03-16 - 2026-06-14","312.00","8.00","2.56","10.03","9.50","0.00","0.00","","3.00","0.00","0.00","3.00","","185.00","7.00","3.78","8.17","5.71","124.00","1.00","0.81","12.98","36.00"
"/catalog/karkasnye-doma/dk-193/","2026-03-16 - 2026-06-14","306.00","9.00","2.94","3.78","4.00","4.00","2.00","50.00","135.00","1.00","0.74","2.94","2.00","164.00","6.00","3.66","4.38","5.33","3.00","0.00","0.00","13.00",""
"/articles/stroitelstvo/teplyy-ugol-doma-chto-eto-takoe-i-dlya-chego-nuzhen/","2026-03-16 - 2026-06-14","302.00","10.00","3.31","8.18","6.70","0.00","0.00","","19.00","1.00","5.26","2.68","3.00","215.00","9.00","4.19","7.33","7.11","68.00","0.00","0.00","12.41",""
"/catalog/karkasnye-doma/odnoskatnaya/","2026-03-16 - 2026-06-14","301.00","4.00","1.33","9.48","20.00","0.00","0.00","","15.00","0.00","0.00","2.73","","220.00","2.00","0.91","7.75","9.50","66.00","2.00","3.03","16.79","30.50"
"/articles/osobennosti-i-sovety/pochemu-dom-nuzhno-stroit-iz-sukhoy-strogannoy-doski/","2026-03-16 - 2026-06-14","301.00","0.00","0.00","7.76","","0.00","0.00","","28.00","0.00","0.00","2.89","","209.00","0.00","0.00","6.79","","64.00","0.00","0.00","13.05",""
"/articles/osobennosti-i-sovety/osteklenie-v-karkasnom-dome-chto-vazhno-znat/","2026-03-16 - 2026-06-14","296.00","6.00","2.03","17.09","9.00","0.00","0.00","","1.00","0.00","0.00","2.00","","43.00","5.00","11.63","7.70","8.40","252.00","1.00","0.40","18.76","12.00"
"/articles/osobennosti-i-sovety/karkasnyy-dom-teplyy-ili-net/","2026-03-16 - 2026-06-14","291.00","1.00","0.34","9.92","10.00","0.00","0.00","","27.00","0.00","0.00","2.44","","156.00","1.00","0.64","7.49","10.00","108.00","0.00","0.00","15.31",""
"/articles/vybiraem/skolko-vkhodov-dolzhno-byt-v-dome-odin-ili-dva-razbiraemsya-v-detalyakh/","2026-03-16 - 2026-06-14","284.00","8.00","2.82","7.47","5.88","2.00","0.00","0.00","37.00","2.00","5.41","2.65","3.00","196.00","5.00","2.55","7.11","6.00","49.00","1.00","2.04","12.84","11.00"
"/articles/stroitelstvo/geotekstil-pod-dom-neobhodimost/","2026-03-16 - 2026-06-14","283.00","12.00","4.24","8.93","9.50","2.00","2.00","100.00","12.00","1.00","8.33","2.92","3.00","194.00","6.00","3.09","7.38","6.33","75.00","3.00","4.00","14.12","23.67"
"/articles/stroitelstvo/nuzhno-li-uteplyat-banyu-iz-brusa/","2026-03-16 - 2026-06-14","282.00","7.00","2.48","11.69","11.71","0.00","0.00","","0.00","0.00","","","","145.00","2.00","1.38","8.08","7.00","137.00","5.00","3.65","15.50","13.60"
"/articles/osobennosti-i-sovety/osobennosti-valmovoj-kryshi-v-karkasnom-dome/","2026-03-16 - 2026-06-14","281.00","5.00","1.78","10.24","8.60","0.00","0.00","","13.00","1.00","7.69","2.69","2.00","108.00","2.00","1.85","7.85","9.00","160.00","2.00","1.25","12.46","11.50"
"/catalog/karkasnye-doma/new/","2026-03-16 - 2026-06-14","279.00","23.00","8.24","3.29","2.09","22.00","6.00","27.27","142.00","14.00","9.86","2.32","2.14","111.00","3.00","2.70","4.70","4.00","4.00","0.00","0.00","11.25",""
"/catalog/doma-iz-brusa/pmzh/","2026-03-16 - 2026-06-14","276.00","1.00","0.36","7.80","6.00","0.00","0.00","","6.00","0.00","0.00","2.67","","223.00","1.00","0.45","7.05","6.00","47.00","0.00","0.00","12.02",""
"/articles/remont-i-otdelka/chem-otdelat-cokol-doma-iz-brusa/","2026-03-16 - 2026-06-14","275.00","9.00","3.27","10.58","11.33","1.00","0.00","0.00","0.00","0.00","","","","147.00","6.00","4.08","7.94","6.17","127.00","3.00","2.36","13.71","21.67"
"/articles/osobennosti-i-sovety/osobennosti-razmeshheniya-drovyanoj-pechi-v-karkasnom-dome/","2026-03-16 - 2026-06-14","273.00","12.00","4.40","10.43","9.83","0.00","0.00","","3.00","0.00","0.00","3.00","","131.00","7.00","5.34","8.23","7.71","139.00","5.00","3.60","12.66","12.80"
"/articles/stroitelstvo/poluvalmovaya-krysha-v-zagorodnom-stroitelstve/","2026-03-16 - 2026-06-14","266.00","2.00","0.75","10.78","8.00","0.00","0.00","","0.00","0.00","","","","105.00","1.00","0.95","8.69","5.00","161.00","1.00","0.62","12.15","11.00"
"/articles/stroitelstvo/ustrojstvo-sanuzla-v-malenkom-karkasnom-dome/","2026-03-16 - 2026-06-14","264.00","10.00","3.79","10.69","10.30","0.00","0.00","","3.00","0.00","0.00","2.67","","133.00","6.00","4.51","7.94","7.33","128.00","4.00","3.13","13.73","14.75"
"/articles/osobennosti-i-sovety/ustanovka-dverej-v-karkasnom-dome/","2026-03-16 - 2026-06-14","263.00","4.00","1.52","12.63","11.25","0.00","0.00","","1.00","0.00","0.00","3.00","","96.00","2.00","2.08","8.56","10.00","166.00","2.00","1.20","15.04","12.50"
"/articles/vybiraem/raznitsa-mezhdu-mansardoy-i-cherdakom/","2026-03-16 - 2026-06-14","262.00","3.00","1.15","12.87","20.33","0.00","0.00","","1.00","0.00","0.00","2.00","","114.00","1.00","0.88","8.10","10.00","147.00","2.00","1.36","16.65","25.50"
"/catalog/karkasnye-doma/klassicheskiy/","2026-03-16 - 2026-06-14","257.00","0.00","0.00","6.18","","14.00","0.00","0.00","34.00","0.00","0.00","2.47","","191.00","0.00","0.00","6.68","","18.00","0.00","0.00","11.83",""
"/articles/stroitelstvo/aeroelement-konka-podrobno-o-vyibore/","2026-03-16 - 2026-06-14","255.00","1.00","0.39","10.12","4.00","0.00","0.00","","3.00","0.00","0.00","3.00","","153.00","1.00","0.65","8.43","4.00","99.00","0.00","0.00","12.94",""
"/catalog/karkasnye-doma/dk-150/","2026-03-16 - 2026-06-14","255.00","4.00","1.57","3.57","1.50","12.00","3.00","25.00","164.00","1.00","0.61","2.27","3.00","73.00","0.00","0.00","6.19","","6.00","0.00","0.00","12.17",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-68/","2026-03-16 - 2026-06-14","253.00","6.00","2.37","9.78","2.67","10.00","4.00","40.00","23.00","1.00","4.35","2.65","3.00","153.00","1.00","0.65","7.08","9.00","67.00","0.00","0.00","19.70",""
"/catalog/karkasnye-doma/do-3mln/","2026-03-16 - 2026-06-14","250.00","10.00","4.00","5.38","3.00","15.00","1.00","6.67","72.00","5.00","6.94","2.32","2.20","141.00","4.00","2.84","6.23","4.50","22.00","0.00","0.00","12.95",""
"/articles/stroitelstvo/kamin-karkasny-dom/","2026-03-16 - 2026-06-14","249.00","0.00","0.00","20.11","","0.00","0.00","","0.00","0.00","","","","21.00","0.00","0.00","7.62","","228.00","0.00","0.00","21.26",""
"/articles/stroitelstvo/vodoprovod-karkasny-dom/","2026-03-16 - 2026-06-14","245.00","5.00","2.04","10.09","10.20","0.00","0.00","","4.00","0.00","0.00","3.00","","142.00","2.00","1.41","8.30","9.00","99.00","3.00","3.03","12.94","11.00"
"/articles/stroitelstvo/vazhnost-ventilyacii-cherdak-karkasny-dom/","2026-03-16 - 2026-06-14","234.00","11.00","4.70","8.78","6.64","2.00","1.00","50.00","8.00","4.00","50.00","2.50","2.75","171.00","5.00","2.92","7.16","6.60","53.00","1.00","1.89","15.23","28.00"
"/portfolio/","2026-03-16 - 2026-06-14","233.00","8.00","3.43","10.09","5.00","3.00","0.00","0.00","15.00","3.00","20.00","2.80","3.00","124.00","5.00","4.03","7.07","6.20","91.00","0.00","0.00","15.70",""
"/articles/stroitelstvo/shlifovka-sten-doma-iz-brusa-kogda-ona-neobhodima/","2026-03-16 - 2026-06-14","226.00","13.00","5.75","21.08","8.46","0.00","0.00","","1.00","0.00","0.00","3.00","","43.00","10.00","23.26","8.28","7.30","182.00","3.00","1.65","24.20","12.33"
"/contacts/","2026-03-16 - 2026-06-14","224.00","1.00","0.45","10.78","13.00","1.00","0.00","0.00","7.00","0.00","0.00","2.29","","107.00","0.00","0.00","7.93","","109.00","1.00","0.92","14.20","13.00"
"/articles/stroitelstvo/derevianny-dom-elektrichestvo/","2026-03-16 - 2026-06-14","224.00","4.00","1.79","10.88","11.50","0.00","0.00","","2.00","0.00","0.00","2.50","","110.00","2.00","1.82","8.65","8.50","112.00","2.00","1.79","13.22","14.50"
"/articles/stroitelstvo/betonnyj-pol-v-derevyannom-dome-osobennosti-i-preimushhestva/","2026-03-16 - 2026-06-14","216.00","2.00","0.93","10.59","21.50","0.00","0.00","","7.00","0.00","0.00","2.71","","97.00","1.00","1.03","8.22","4.00","112.00","1.00","0.89","13.14","39.00"
"/articles/remont-i-otdelka/varianty-otdelki-neotaplivaemoj-verandy-karkasnogo-doma/","2026-03-16 - 2026-06-14","215.00","5.00","2.33","11.63","10.80","0.00","0.00","","2.00","0.00","0.00","2.50","","74.00","3.00","4.05","8.15","7.00","139.00","2.00","1.44","13.61","16.50"
"/catalog/doma-pod-klyuch/nedorogie/","2026-03-16 - 2026-06-14","205.00","182.00","88.78","1.53","1.02","182.00","180.00","98.90","13.00","2.00","15.38","2.23","2.50","5.00","0.00","0.00","5.80","","5.00","0.00","0.00","14.80",""
"/articles/osobennosti-i-sovety/obvyazka-derevyannogo-doma-odinarnaya-ili-dvojnaya/","2026-03-16 - 2026-06-14","202.00","10.00","4.95","11.07","5.20","2.00","1.00","50.00","9.00","2.00","22.22","2.78","3.00","83.00","7.00","8.43","8.37","6.43","108.00","0.00","0.00","14.02",""
"/articles/stroitelstvo/kukushka-dom/","2026-03-16 - 2026-06-14","201.00","1.00","0.50","8.31","4.00","0.00","0.00","","10.00","0.00","0.00","2.80","","130.00","1.00","0.77","7.00","4.00","61.00","0.00","0.00","12.02",""
"/articles/stroitelstvo/ustroystvo-pol-karkasny-dom/","2026-03-16 - 2026-06-14","201.00","5.00","2.49","11.69","12.40","0.00","0.00","","0.00","0.00","","","","68.00","1.00","1.47","8.87","7.00","133.00","4.00","3.01","13.13","13.75"
"/catalog/karkasnye-doma/dk-128/","2026-03-16 - 2026-06-14","200.00","32.00","16.00","8.97","7.44","12.00","6.00","50.00","12.00","0.00","0.00","2.58","","121.00","19.00","15.70","8.16","8.05","55.00","7.00","12.73","13.89","11.29"
"/interior/","2026-03-16 - 2026-06-14","199.00","0.00","0.00","6.78","","4.00","0.00","0.00","29.00","0.00","0.00","2.83","","135.00","0.00","0.00","6.56","","31.00","0.00","0.00","12.19",""
"/catalog/karkasnye-doma/asimmetrichnaya/","2026-03-16 - 2026-06-14","199.00","9.00","4.52","8.00","6.22","0.00","0.00","","12.00","2.00","16.67","2.75","3.00","136.00","6.00","4.41","6.84","6.17","51.00","1.00","1.96","12.33","13.00"
"/articles/stroitelstvo/nuzhno-li-obrabatyvat-torcy-brusa-v-srube/","2026-03-16 - 2026-06-14","194.00","3.00","1.55","11.28","7.00","3.00","1.00","33.33","3.00","0.00","0.00","3.00","","94.00","1.00","1.06","8.15","9.00","94.00","1.00","1.06","15.01","11.00"
"/catalog/doma-iz-brusa/","2026-03-16 - 2026-06-14","190.00","112.00","58.95","6.09","3.86","48.00","47.00","97.92","18.00","13.00","72.22","2.06","2.08","94.00","45.00","47.87","7.14","6.16","30.00","7.00","23.33","13.40","11.57"
"/articles/stroitelstvo/teplie-doma-doma-na-svayah/","2026-03-16 - 2026-06-14","190.00","7.00","3.68","12.68","12.86","0.00","0.00","","4.00","1.00","25.00","2.50","3.00","71.00","2.00","2.82","8.25","6.50","115.00","4.00","3.48","15.77","18.50"
"/articles/stroitelstvo/ploskaya-krysha-v-karkasnom-dome-preimushhestva-i-nedostatki/","2026-03-16 - 2026-06-14","185.00","7.00","3.78","8.82","5.00","6.00","4.00","66.67","31.00","2.00","6.45","2.19","2.00","81.00","0.00","0.00","8.36","","67.00","1.00","1.49","13.15","27.00"
"/articles/stroitelstvo/kak-zashhitit-uteplitel-sruba-ot-ptic/","2026-03-16 - 2026-06-14","176.00","5.00","2.84","10.90","7.60","0.00","0.00","","0.00","0.00","","","","101.00","5.00","4.95","8.65","7.60","75.00","0.00","0.00","13.93",""
"/articles/stroitelstvo/karkasnyie-doma-s-panoramnyimi-oknami/","2026-03-16 - 2026-06-14","173.00","1.00","0.58","10.78","7.00","0.00","0.00","","0.00","0.00","","","","84.00","1.00","1.19","8.35","7.00","89.00","0.00","0.00","13.08",""
"/catalog/karkasnye-doma/dk-178/","2026-03-16 - 2026-06-14","172.00","6.00","3.49","6.80","2.83","6.00","3.00","50.00","36.00","1.00","2.78","2.67","2.00","89.00","2.00","2.25","6.25","6.00","41.00","0.00","0.00","12.49",""
"/articles/stroitelstvo/plita-pod-dom-karkasny/","2026-03-16 - 2026-06-14","170.00","0.00","0.00","10.51","","0.00","0.00","","1.00","0.00","0.00","3.00","","77.00","0.00","0.00","8.57","","92.00","0.00","0.00","12.21",""
"/articles/osobennosti-i-sovety/kogda-luchshe-stroit-karkasnyj-dom/","2026-03-16 - 2026-06-14","170.00","3.00","1.76","8.43","12.67","3.00","0.00","0.00","27.00","0.00","0.00","2.63","","83.00","0.00","0.00","7.49","","57.00","3.00","5.26","12.93","12.67"
"/articles/stroitelstvo/kak-izbezhat-posineniya-i-pocherneniya-brusa/","2026-03-16 - 2026-06-14","169.00","1.00","0.59","13.96","5.00","0.00","0.00","","2.00","0.00","0.00","3.00","","73.00","1.00","1.37","8.53","5.00","94.00","0.00","0.00","18.41",""
"/articles/fundamenty/razmetka-uchastka-pod-fundament-karkasnogo-doma-sposoby-i-pravila/","2026-03-16 - 2026-06-14","168.00","5.00","2.98","11.48","10.00","1.00","0.00","0.00","1.00","1.00","100.00","2.00","2.00","64.00","2.00","3.13","8.39","6.50","102.00","2.00","1.96","13.61","17.50"
"/articles/stroitelstvo/kompensator-usadki-brusa-osnovnye-vidy-i-ih-osobennosti/","2026-03-16 - 2026-06-14","168.00","1.00","0.60","29.24","3.00","0.00","0.00","","2.00","1.00","50.00","2.50","3.00","30.00","0.00","0.00","8.37","","136.00","0.00","0.00","34.24",""
"/articles/remont-i-otdelka/dom-iz-brusa-bez-otdelki/","2026-03-16 - 2026-06-14","167.00","12.00","7.19","6.95","3.92","1.00","0.00","0.00","26.00","5.00","19.23","2.54","2.00","111.00","7.00","6.31","6.77","5.29","29.00","0.00","0.00","11.79",""
"/articles/stroitelstvo/popelarity-razmer-sad-domov/","2026-03-16 - 2026-06-14","164.00","4.00","2.44","9.97","8.25","0.00","0.00","","0.00","0.00","","","","96.00","4.00","4.17","8.26","8.25","68.00","0.00","0.00","12.38",""
"/articles/osobennosti-i-sovety/v-kakoj-cvet-pokrasit-dom-iz-brusa/","2026-03-16 - 2026-06-14","163.00","1.00","0.61","12.55","12.00","0.00","0.00","","0.00","0.00","","","","70.00","0.00","0.00","7.96","","93.00","1.00","1.08","16.01","12.00"
"/articles/stroitelstvo/vyibiraem-optimalnuyu-tolshhinu-brusa-dlya-doma/","2026-03-16 - 2026-06-14","162.00","3.00","1.85","14.21","12.00","1.00","0.00","0.00","0.00","0.00","","","","71.00","0.00","0.00","7.96","","90.00","3.00","3.33","19.29","12.00"
"/articles/stroitelstvo/chto-uchityvat-pri-vybore-razmerov-karkasnogo-doma/","2026-03-16 - 2026-06-14","162.00","3.00","1.85","9.70","8.67","0.00","0.00","","1.00","0.00","0.00","3.00","","100.00","2.00","2.00","8.29","7.00","61.00","1.00","1.64","12.13","12.00"
"/catalog/karkasnye-doma/3-spalni/","2026-03-16 - 2026-06-14","159.00","1.00","0.63","9.30","1.00","1.00","1.00","100.00","7.00","0.00","0.00","2.71","","101.00","0.00","0.00","7.93","","50.00","0.00","0.00","13.14",""
"/articles/stroitelstvo/rigeli-v-karkasnom-dome/","2026-03-16 - 2026-06-14","155.00","1.00","0.65","10.34","3.00","0.00","0.00","","8.00","1.00","12.50","2.63","3.00","65.00","0.00","0.00","7.78","","82.00","0.00","0.00","13.12",""
"/articles/stroitelstvo/stojki-karkasnogo-doma/","2026-03-16 - 2026-06-14","151.00","0.00","0.00","9.09","","0.00","0.00","","6.00","0.00","0.00","3.00","","98.00","0.00","0.00","7.47","","47.00","0.00","0.00","13.26",""
"/articles/stroitelstvo/dolzhny-steny-doma-dyshat-mify-i-realnost/","2026-03-16 - 2026-06-14","150.00","4.00","2.67","8.66","6.25","0.00","0.00","","8.00","0.00","0.00","2.75","","100.00","4.00","4.00","7.04","6.25","42.00","0.00","0.00","13.64",""
"/articles/stroitelstvo/mikroklimat-karkasny-i-brusovy-dom/","2026-03-16 - 2026-06-14","146.00","2.00","1.37","8.89","5.00","1.00","0.00","0.00","9.00","1.00","11.11","2.89","2.00","98.00","1.00","1.02","8.29","8.00","38.00","0.00","0.00","12.08",""
